speciesKey,species,occurrenceCount,vernacularNameEn,vernacularNameEs,vernacularNameEl,imageSrc,imageUrl,imageBy,speciesGroup,iucnRedListCategory
2480505,Aquila pomarina,79449,Lesser Spotted Eagle,Águila pomerana,Σπιζαετός,https://inaturalist-open-data.s3.amazonaws.com/photos/300371533/medium.jpeg,https://www.inaturalist.org/observations/172988389,zametnya,Birds,LC
2433484,Neophoca cinerea,76865,Australian Sea Lion,León marino australiano,Θαλάσσιο Λιοντάρι Της Αυστραλίας,https://inaturalist-open-data.s3.amazonaws.com/photos/31212965/medium.png,https://www.inaturalist.org/observations/20220397,René Campbell,Marine mammals,EN
2480189,Fregata magnificens,74050,Magnificent Frigatebird,Fragata común,Μεγαλόπρεπη φρεγάτα,https://inaturalist-open-data.s3.amazonaws.com/photos/60156244/medium.jpeg,https://www.inaturalist.org/observations/37902108,Kary Rules,Birds,LC
5204039,Oncorhynchus nerka,64175,Sockeye Salmon,Salmón rojo,Κόκκινος σολομός,https://inaturalist-open-data.s3.amazonaws.com/photos/580724257/medium.jpg,https://www.inaturalist.org/observations/321133215,Spencer Hurt,Bony fish,LC
2480726,Pandion haliaetus,64146,Osprey,Águila pescadora,Ψαραετός,https://inaturalist-open-data.s3.amazonaws.com/photos/185494513/medium.jpeg,https://www.inaturalist.org/observations/110002552,Leonardo Hernández Escudero,Birds,LC
2481792,Numenius arquata,62960,Eurasian Curlew,Zarapito real,Τουρλίδα,https://inaturalist-open-data.s3.amazonaws.com/photos/149829117/medium.jpg,https://www.inaturalist.org/observations/90641853,alexey_nesmelov,Birds,NT
2441333,Crocodylus porosus,59564,Saltwater Crocodile,Cocodrilo marino,Θαλασσινός κροκόδειλος,https://inaturalist-open-data.s3.amazonaws.com/photos/116226919/medium.jpeg,https://www.inaturalist.org/observations/71391005,Jafet Potenzo Lopes,Reptiles,LC
5216368,Squalus acanthias,59108,Spiny Dogfish,Mielga,Ακανθίας,https://inaturalist-open-data.s3.amazonaws.com/photos/227069143/medium.jpeg,https://www.inaturalist.org/observations/133317082,whale_nerd,Sharks & Rays,VU
2480537,Buteo buteo,54590,Common Buzzard,,Γερακίνα,https://inaturalist-open-data.s3.amazonaws.com/photos/334076359/medium.jpg,https://www.inaturalist.org/observations/190551903,Davide Diana,Birds,LC
2409218,Hippoglossus hippoglossus,52274,Atlantic Halibut,,Ιππόγλωσσος Ατλαντικού,https://inaturalist-open-data.s3.amazonaws.com/photos/196509256/medium.jpg,https://www.inaturalist.org/observations/116414403,Vsevolod Rudyi,Bony fish,NT
2440403,Mesoplodon densirostris,51316,Dense-beaked Whale,,Πυκνόρυγχος μεσοπλόδοντας,https://inaturalist-open-data.s3.amazonaws.com/photos/189872487/medium.jpg,https://www.inaturalist.org/observations/112415666,Karolle Wall,Marine mammals,LC
2435246,Lynx rufus,51212,Bobcat,,Ερυθρός λύγκας,https://inaturalist-open-data.s3.amazonaws.com/photos/469339788/medium.jpeg,https://www.inaturalist.org/observations/261263038,Tom Murray,Terrestrial mammals,LC
2434793,Phoca vitulina,51178,Harbor Seal,,Φώκια των λιμανιών,https://inaturalist-open-data.s3.amazonaws.com/photos/585448573/medium.jpg,https://www.inaturalist.org/observations/323544397,zimmwisdom,Marine mammals,LC
5229332,Pachyptila turtur,50812,Fairy Prion,,,https://inaturalist-open-data.s3.amazonaws.com/photos/22674977/medium.jpg,https://www.inaturalist.org/observations/15164859,Oscar Thomas,Birds,LC
5204034,Oncorhynchus kisutch,48496,Coho Salmon,,Σολομός Koho,https://inaturalist-open-data.s3.amazonaws.com/photos/447621235/medium.jpeg,https://www.inaturalist.org/observations/250300222,KDyke,Bony fish,LC
2417905,Negaprion acutidens,47037,Sicklefin Lemon Shark,,Λεμονοκαρχαρίας του Ινδο-Ειρηνικού,https://inaturalist-open-data.s3.amazonaws.com/photos/44282511/medium.jpeg,https://www.inaturalist.org/observations/28407960,Nigel Marsh,Sharks & Rays,EN
2480487,Circus cyaneus,43011,Hen Harrier,,Βαλτόκιρκος,https://inaturalist-open-data.s3.amazonaws.com/photos/434827233/medium.jpg,https://www.inaturalist.org/observations/243825095,Vladimir Bryukhov,Birds,LC
2393172,Lates calcarifer,42634,Barramundi,,Πέρκα barramundi,,,,Bony fish,LC
5212956,Anguilla rostrata,41910,American Eel,,Αμερικανικό Χέλι,https://inaturalist-open-data.s3.amazonaws.com/photos/63219231/medium.jpeg,https://www.inaturalist.org/observations/39822847,bigtrain3,Bony fish,EN
2384741,Lutjanus lutjanus,40950,Bigeye Snapper,,Λουτζιάνος,,,,Bony fish,LC
5210114,Plectropomus leopardus,40858,Leopard Coralgrouper,,,,,,Bony fish,LC
2383154,Achoerodus viridis,40709,Eastern Blue Groper,,Ανατολικός μπλε γκρόπερ,,,,Bony fish,NT
5215675,Heterodontus portusjacksoni,39884,Port Jackson Shark,,Καρχαρίας του Πορτ Τζάκσον,,,,Sharks & Rays,LC
2374149,Scomber scombrus,36884,Atlantic Mackerel,,Σκουμπρί,https://inaturalist-open-data.s3.amazonaws.com/photos/211801786/medium.jpg,https://www.inaturalist.org/observations/124927131,TCullinane,Bony fish,LC
2418234,Galeocerdo cuvier,36551,Tiger Shark,,Καρχαρίας τίγρης,https://inaturalist-open-data.s3.amazonaws.com/photos/174032335/medium.jpeg,https://www.inaturalist.org/observations/103910661,Sylvain Le Bris,Sharks & Rays,NT
5212440,Argyrosomus japonicus,36352,Mulloway,,Πελαγίσιο λυθρίνι,,,,Bony fish,EN
4287132,Acipenser oxyrinchus,36272,Atlantic Sturgeon,,Οξύρυγχος του Ατλαντικού,https://inaturalist-open-data.s3.amazonaws.com/photos/158152739/medium.jpg,https://www.inaturalist.org/observations/95278061,The Harbors Video Project,Bony fish,VU
2433467,Phocarctos hookeri,33285,New Zealand Sea Lion,,Θαλάσσιος λέοντας,,,,Marine mammals,EN
2392280,Acanthopagrus australis,31735,Yellowfin Bream,,,,,,Bony fish,LC
2481381,Phoebastria immutabilis,28882,Laysan Albatross,,Άλμπατρος του Βόρειου Ειρηνικού,https://inaturalist-open-data.s3.amazonaws.com/photos/625951608/medium.jpg,https://www.inaturalist.org/observations/343606478,Howard Thiele,Birds,NT
5209329,Macquaria novemaculeata,27968,Australian Bass,,Αυστραλιανό λαβράκι,,,,Bony fish,LC
2412740,Alosa pseudoharengus,27863,Alewife,,Φρίσσα,https://inaturalist-open-data.s3.amazonaws.com/photos/107690224/medium.jpg,https://www.inaturalist.org/observations/66757912,sercfisheries,Bony fish,LC
2480967,Sula dactylatra,26686,Masked Booby,,Μασκοφόρα Σούλα,https://inaturalist-open-data.s3.amazonaws.com/photos/251807897/medium.jpeg,https://www.inaturalist.org/observations/146460958,Nick Leggatt,Birds,LC
8351946,Clupea harengus,25785,Atlantic Herring,,Ρέγγα,https://inaturalist-open-data.s3.amazonaws.com/photos/370025857/medium.jpg,https://www.inaturalist.org/observations/209104292,sercfisheries,Bony fish,LC
2417541,Orectolobus maculatus,25565,Spotted Wobbegong,,,,,,Sharks & Rays,LC
2390185,Siganus rivulatus,25521,Rivulated Rabbitfish,,Μαγιάτικο της Αυστραλίας,https://inaturalist-open-data.s3.amazonaws.com/photos/430342190/medium.jpg,https://www.inaturalist.org/observations/241461222,Pauline Rico,Bony fish,LC
2434791,Phoca largha,24977,Spotted Seal,,Στικτή Φώκια,https://inaturalist-open-data.s3.amazonaws.com/photos/183630223/medium.jpeg,https://www.inaturalist.org/observations/109000754,Валерия Ковалева,Marine mammals,LC
2418054,Triaenodon obesus,24775,Whitetip Reef Shark,,Λευκοπτέρυγος υφαλοκαρχαρίας,,,,Sharks & Rays,VU
5204019,Oncorhynchus mykiss,23776,Columbia River Redband Trout,,Ιριδίζουσα πέστροφα,https://inaturalist-open-data.s3.amazonaws.com/photos/226043203/medium.jpg,https://www.inaturalist.org/observations/132760733,jim22lawrence,Bony fish,LC
2480910,Botaurus stellaris,23402,Eurasian Bittern,,Ήταυρος,https://inaturalist-open-data.s3.amazonaws.com/photos/585540946/medium.jpg,https://www.inaturalist.org/observations/323590888,Vladislav Iopek,Birds,LC
2419488,Bathytoshia brevicaudata,21725,Short-tail Stingray,,Σαλάχι τριγόνα,,,,Sharks & Rays,LC
2418009,Carcharhinus plumbeus,21202,Sandbar Shark,,Σταχτοκαρχαρίας,,,,Sharks & Rays,EN
2417970,Carcharhinus limbatus,20508,Common Blacktip Shark,,Καρχαρίνος μελανόακρος,https://inaturalist-open-data.s3.amazonaws.com/photos/225162527/medium.jpg,https://www.inaturalist.org/observations/132236117,Simon Pierce,Sharks & Rays,VU
8231523,Sillago ciliata,20409,Sand Whiting,,,,,,Bony fish,LC
2433474,Arctocephalus forsteri,20198,Long-nosed Fur Seal,,,,,,Marine mammals,LC
9743996,Phaethon aethereus,20112,Red-billed Tropicbird,,Φαέθων με κόκκινο ράμφος,https://inaturalist-open-data.s3.amazonaws.com/photos/328451776/medium.jpg,https://www.inaturalist.org/observations/187769613,Gerold Morrison,Birds,LC
2374885,Lethrinus nebulosus,19859,Spangled Emperor,,,https://inaturalist-open-data.s3.amazonaws.com/photos/287497294/medium.jpg,https://www.inaturalist.org/observations/166044553,Bruce Deagle,Bony fish,LC
2397850,Xiphias gladius,19763,Broadbill Swordfish,,Ξιφίας,,,,Bony fish,NT
2383158,Achoerodus gouldii,18566,Western Blue Groper,,Δυτικός μπλε γκρόπερ,,,,Bony fish,VU
2391175,Pseudocaranx dentex,18176,Silver Trevally,,Κοκκάλι,,,,Bony fish,LC
5863764,Metacarcinus magister,17881,Dungeness Crab,,Καβούρι Dungeness,https://inaturalist-open-data.s3.amazonaws.com/photos/63867685/medium.jpeg,https://www.inaturalist.org/observations/40206596,Ben Zerante,Invertebrates,
2434982,Leopardus pardalis,17684,Ocelot,,Οσελότος,,,,Terrestrial mammals,LC
5962163,Maccullochella mariensis,16113,Mary River Cod,,,,,,Bony fish,EN
5229359,Puffinus tenuirostris,15795,Short-tailed Shearwater,,,https://inaturalist-open-data.s3.amazonaws.com/photos/136828700/medium.jpeg,https://www.inaturalist.org/observations/83236445,Miguel A. Casado,Birds,LC
2418003,Carcharhinus albimarginatus,14901,Silvertip Shark,,Καρχαρίας με λευκά πτερύγια,,,,Sharks & Rays,VU
2417940,Prionace glauca,14894,Blue Shark,,Γλαυκοκαρχαρίας,https://inaturalist-open-data.s3.amazonaws.com/photos/220488434/medium.jpeg,https://www.inaturalist.org/observations/129721590,Frederico Almada,Sharks & Rays,NT
2420694,Carcharodon carcharias,14516,Great White Shark,,Λευκός καρχαρίας,https://inaturalist-open-data.s3.amazonaws.com/photos/10571121/medium.jpg,https://www.inaturalist.org/observations/7991617,stephencoutts,Sharks & Rays,VU
5215567,Glyphis glyphis,14409,Speartooth Shark,,,,,,Sharks & Rays,VU
1010610,Limulus polyphemus,14401,Atlantic Horseshoe Crab,,Ξιφόσουρα,https://inaturalist-open-data.s3.amazonaws.com/photos/173778952/medium.jpg,https://www.inaturalist.org/observations/103781676,Rigel Nava,Invertebrates,VU
2381337,Kyphosus vaigiensis,13968,Brassy Drummer,,,,,,Bony fish,LC
2481383,Phoebastria nigripes,13580,Black-footed Albatross,,Άλμπατρος του Βόρειου Ειρηνικού,https://inaturalist-open-data.s3.amazonaws.com/photos/62843720/medium.jpg,https://www.inaturalist.org/observations/39601433,Robin Gwen Agarwal,Birds,NT
2433475,Arctocephalus pusillus,12664,Brown Fur Seal,,,,,,Marine mammals,LC
5201404,Platycephalus fuscus,12518,Dusky Flathead,,,,,,Bony fish,
2498350,Somateria spectabilis,11666,King Eider,,Βασιλόπαπια,https://inaturalist-open-data.s3.amazonaws.com/photos/475565250/medium.jpeg,https://www.inaturalist.org/observations/264818360,Vasily Kalinichenko,Birds,LC
2418028,Carcharhinus amboinensis,11338,Pigeye Shark,,Καρχαρίας της Ιάβας,,,,Sharks & Rays,VU
2289202,Nautilus pompilius,10943,Emperor Nautilus,,Ναυτίλος,,,,Invertebrates,
2434810,Histriophoca fasciata,10849,Ribbon Seal,,Ταινιοφόρος Φώκια,https://inaturalist-open-data.s3.amazonaws.com/photos/11319079/medium.jpeg,https://www.inaturalist.org/observations/8486729,hillanddale,Marine mammals,LC
2337607,Silurus glanis,10300,Wels Catfish,,Γουλιανός,https://inaturalist-open-data.s3.amazonaws.com/photos/216296689/medium.jpg,https://www.inaturalist.org/observations/127414729,Manuel Raab,Bony fish,LC
2385069,Lutjanus argentimaculatus,9994,Mangrove Red Snapper,,,,,,Bony fish,LC
5215777,Rhinoptera bonasus,9942,Cownose Ray,,,https://inaturalist-open-data.s3.amazonaws.com/photos/345595201/medium.jpeg,https://www.inaturalist.org/observations/196316814,bryndevon404,Sharks & Rays,VU
2418173,Carcharhinus brachyurus,9904,Bronze Whaler,,Καρχαρίνος ο βραχύουρος,,,,Sharks & Rays,VU
2418792,Sphyrna mokarran,9702,Great Hammerhead,,Μεγαλοζύγαινα,,,,Sharks & Rays,CR
2412708,Alosa aestivalis,9551,Blueback Shad,,,https://inaturalist-open-data.s3.amazonaws.com/photos/286735362/medium.jpeg,https://www.inaturalist.org/observations/165634438,Jeff Garner,Bony fish,VU
2381233,Girella tricuspidata,9509,Luderick,,,,,,Bony fish,
4286975,Cyprinus carpio,9437,European Carp,,Κυπρίνος,https://inaturalist-open-data.s3.amazonaws.com/photos/2754663/medium.JPG,https://www.inaturalist.org/observations/2461905,lonnyholmes,Bony fish,LC
9770885,Pagrus auratus,9099,Australasian Snapper,,Φαγκρί Νέας Ζηλανδίας,,,,Bony fish,LC
2419095,Trygonorrhina fasciata,9053,Banjo Ray,,,,,,Sharks & Rays,LC
2434814,Mirounga leonina,9033,Southern Elephant Seal,,Θαλάσσιος ελέφαντας,,,,Marine mammals,LC
2390341,Scarus rivulatus,8950,Surf Parrotfish,,Κουρκούνα άσπρη,,,,Bony fish,LC
8189568,Mugil cephalus,7599,Sea Mullet,,Κέφαλος,,,,Bony fish,LC
2418041,Carcharhinus fitzroyensis,7587,Creek Whaler,,,,,,Sharks & Rays,LC
2374857,Lethrinus miniatus,7440,Redthroat Emperor,,,,,,Bony fish,LC
9241141,Mobula alfredi,7403,Reef Manta Ray,,Σαλάχι μάντα,,,,Sharks & Rays,VU
2344917,Hemiarius dioctes,7022,Warrior Catfish,,,,,,Bony fish,
2434816,Erignathus barbatus,6984,Bearded Seal,,Γενειοφόρος φώκια,https://inaturalist-open-data.s3.amazonaws.com/photos/309399899/medium.jpg,https://www.inaturalist.org/observations/177862083,Sebastián Lescano,Marine mammals,NT
5210118,Plectropomus maculatus,6929,Spotted Coral Grouper,,,,,,Bony fish,LC
2441266,Neoceratodus forsteri,6258,Australian Lungfish,,,,,,Bony fish,EN
2420600,Notorynchus cepedianus,6106,Broadnose Sevengill Shark,,,https://inaturalist-open-data.s3.amazonaws.com/photos/15570417/medium.jpg,https://www.inaturalist.org/observations/11036668,rowanwattpringle,Sharks & Rays,VU
2418771,Paragaleus pectoralis,6097,Atlantic Weasel Shark,,,https://inaturalist-open-data.s3.amazonaws.com/photos/304095379/medium.jpeg,https://www.inaturalist.org/observations/175001093,carolina_dlhs,Sharks & Rays,EN
2481418,Pelecanoides urinatrix,6093,Common Diving Petrel,,,https://inaturalist-open-data.s3.amazonaws.com/photos/461796328/medium.jpeg,https://www.inaturalist.org/observations/257430741,ou.wildlife,Birds,LC
2440669,Phocoena phocoena,5933,Harbour Porpoise,,Φώκαινα,,,,Marine mammals,LC
2440440,Pseudorca crassidens,5774,False Killer Whale,,Ψευδόρκα,https://inaturalist-open-data.s3.amazonaws.com/photos/167153562/medium.jpg,https://www.inaturalist.org/observations/100173317,fernando_elorriaga,Marine mammals,NT
2391729,Rachycentron canadum,5639,Cobia,,Κόμπια,https://inaturalist-open-data.s3.amazonaws.com/photos/529527003/medium.jpg,https://www.inaturalist.org/observations/294201524,Leonardo Pereira,Bony fish,LC
5220086,Megaptera novaeangliae,5584,Humpback Whale,,Μεγάπτερη φάλαινα,,,,Marine mammals,LC
2421365,Lampetra fluviatilis,5505,European River Lamprey,,Ποταμολάμπραινα,https://inaturalist-open-data.s3.amazonaws.com/photos/492846946/medium.jpeg,https://www.inaturalist.org/observations/274114540,Światopelk Smoczyński,Bony fish,NT
2418005,Carcharhinus obscurus,5494,Dusky Shark,,Σκοτεινός καρχαρίας,https://inaturalist-open-data.s3.amazonaws.com/photos/10584611/medium.jpg,https://www.inaturalist.org/observations/8000290,stephencoutts,Sharks & Rays,EN
9789983,Dermochelys coriacea,5471,Leatherback Sea Turtle,,Δερματοχελώνα,,,,Reptiles,VU
8841716,Eretmochelys imbricata,5187,Hawksbill Sea Turtle,,Κεραμοχελώνα,,,,Reptiles,CR
